,Movie title,Released Year,ImDb Rating
1849,Cut Throat City,(2020),4.8
1850,Shanghai Knights,(2003),6.2
1851,Run All Night,(2015),6.6
1852,The Wild Geese,(1978),6.8
1853,Going Places,(1974),7.2
1854,District B13,(2004),7.1
1855,Spitfire Over Berlin,(2022),4.3
1856,Shaft,(1971),6.6
1857,Astro Boy,(2009),6.2
1858,Tanhaji: The Unsung Warrior,(2020),7.5
1859,Johnny Cool,(1963),6.4
1860,Action Jackson,(1988),5.5
1861,Joint Security Area,(2000),7.8
1862,The Command,(2018),6.6
1863,The Tournament,(2009),6
1864,Undisputed,(2002),6.1
1865,Risen,(2016),6.3
1866,Supercop,(1992),6.9
1867,Twist,(2021),4.1
1868,The Thief and the Cobbler,(1993),7.1
1869,National Security,(2003),5.6
1870,Sky Captain and the World of Tomorrow,(2004),6.1
1871,Big Momma's House,(2000),5.2
1872,Fire Birds,(1990),4.7
1873,D.E.B.S.,(2004),5.3
1874,Kesari,(2019),7.4
1875,Hatari!,(1962),7.1
1876,Rise of the Footsoldier,(2007),6.8
1877,Catch That Kid,(2004),5.2
1878,Last Man Standing,(1996),6.4
1879,Attack,(2022),6.9
1880,Ip Man 2,(2010),7.5
1881,Day of the Warrior,(1996),3.7
1882,Girl Blood Sport,(2019),3.3
1883,Le chant du loup,(2019),6.9
1884,In Like Flint,(1967),6.1
1885,Lady Bloodfight,(2016),5.6
1886,Empire State,(2013),5.2
1887,The Cave,(III) (2019),5.8
1888,Excessive Force,(1993),5.3
1889,Knights of Badassdom,(2013),5.5
1890,Hell,(2010),7.6
1891,Tarzan,(2013),4.8
1892,Bad Company,(2002),5.6
1893,The Assignment,(I) (2016),4.7
1894,Monsters of Man,(2020),5.4
1895,The Silencers,(1966),5.9
1896,American Siege,(2021),3.4
1897,Ghost in the Graveyard,(2019),4.3
1898,Perdita Durango,(1997),6.3
1899,The General,(1926),8.2
1900,The Baytown Outlaws,(2012),6.3
1901,Bandidas,(2006),5.7
1902,Maniac Cop,(1988),6
1903,Silver Streak,(1976),6.9
1904,The Legend of Drunken Master,(1994),7.5
1905,Death Wish 3,(1985),5.8
1906,The Furies,(2019),5.3
1907,Best Seller,(1987),6.4
1908,The Marine,(2006),4.7
1909,See No Evil,(2006),5
1910,Shamelessly She-Hulk,(2009),5.7
1911,The Debt Collector,(2018),5.8
1912,The Lost Empire,(1984),4.6
1913,Hard Ticket to Hawaii,(1987),4.9
1914,The Killer,(1989),7.8
1915,Shootfighter: Fight to the Death,(1993),5.4
1916,SuperFly,(2018),5.2
1917,Momentum,(I) (2015),5.5
1918,Vampire Hunter D: Bloodlust,(2000),7.6
1919,Fist of the North Star,(1995),3.9
1920,The Shadow,(1994),6
1921,The Domestics,(2018),5.7
1922,Wind,(I) (1992),6.4
1923,Wolf Hound,(2022),3.9
1924,Loaded Weapon 1,(1993),6.2
1925,Extreme Job,(2019),7
1926,Time Trap,(2017),6.2
1927,Iron Sky: The Coming Race,(2019),5
1928,The Admiral: Roaring Currents,(2014),7.1
1929,Pursuit,(I) (2022),2.7
1930,Lucifer,(2019),7.5
1931,Wings,(1927),7.6
1932,Sharky's Machine,(1981),6.3
1933,Pokémon: The First Movie - Mewtwo Strikes Back,(1998),6.2
1934,Ludo,(2020),7.6
1935,The Villainess,(2017),6.6
1936,Stolen,(2012),5.5
1937,Sinbad and the Eye of the Tiger,(1977),6.3
1938,White Heat,(1949),8.1
1939,The Peacemaker,(1997),6
1940,Proof of Life,(2000),6.3
1941,3 Ninjas Kick Back,(1994),4.5
1942,Tora! Tora! Tora!,(1970),7.5
1943,Wicked City,(1987),6.7
1944,The Killer,(2022),6.7
1945,The Chase,(1994),5.8
1946,Rumble in the Bronx,(1995),6.7
1947,Silent Rage,(1982),5.4
1948,Showdown in Little Tokyo,(1991),6.1
1949,Escape from Mogadishu,(2021),7
1950,Remo Williams: The Adventure Begins,(1985),6.4
1951,Bleeding Steel,(2017),5.1
1952,The House Next Door: Meet the Blacks 2,(2021),3.9
1953,The Heist of the Century,(2020),7.1
1954,The Mighty Quinn,(1989),6
1955,Bitch Slap,(2009),4.4
1956,The Samaritan,(I) (2012),5.6
1957,Crown Vic,(2019),6.4
1958,Judgment Night,(1993),6.6
1959,Outlaws and Angels,(2016),5.4
1960,Left Behind: The Movie,(2000),4.3
1961,Castle Falls,(2021),5.2
1962,The Blue Max,(1966),7.1
1963,Realm of Terracotta,(2021),6
1964,City Hunter,(2018),6.5
1965,Nighthawks,(1981),6.3
1966,Close,(I) (2019),5.7
1967,Blues Brothers 2000,(1998),4.9
1968,The Legend,(II) (2022),6
1969,Suburban Commando,(1991),4.5
1970,Gone in 60 Seconds,(1974),6.4
1971,Pawn Shop Chronicles,(2013),5.9
1972,Mighty Joe Young,(1998),5.7
1973,Another 48 Hrs.,(1990),5.9
1974,Yaksha: Ruthless Operations,(2022),6.2
1975,The Protector,(2005),7
1976,Survivor,(I) (2015),5.6
1977,The Blackout,(2019),6.1
1978,Ricochet,(1991),6.1
1979,A Prayer Before Dawn,(2017),6.8
1980,Wer,(2013),5.9
1981,Undercover Brother,(2002),5.9
1982,The Courier,(2019),4.8
1983,Who Am I?,(1998),6.8
1984,Disturbing the Peace,(2020),3.3
1985,Paul Blart: Mall Cop 2,(2015),4.4
1986,Ala Vaikunthapurramuloo,(2020),7.3
1987,Cop Secret,(2021),6.7
1988,The Pope of Greenwich Village,(1984),6.6
1989,The Condemned,(2007),6
1990,Diabolik,(2021),6
1991,Shimmer Lake,(2017),6.3
1992,Occupation: Rainfall,(2020),5.1
1993,Moonwalker,(1988),6
1994,Time to Hunt,(2020),6.3
1995,A Score to Settle,(2019),4.7
1996,Kull the Conqueror,(1997),4.8
1997,House of the Dead,(2003),2.1
1998,Survive the Night,(2020),4.1
1999,MI-5,(2015),6.2
2000,In the Blood,(I) (2014),5.7
2001,Skiptrace,(2016),5.6
2002,Dark Angel,(1990),6.1
2003,The Recall,(2017),4.2
2004,Deep Cover,(1992),6.9
2005,Rise of the Legend,(2014),6.4
2006,Rollerball,(2002),3.1
2007,Naked Weapon,(2002),5.5
2008,Afflicted,(2013),6.2
2009,211,(2018),4.4
2010,Machine Gun Preacher,(2011),6.7
2011,The Last Mercenary,(2021),5.3
2012,Beyond Skyline,(2017),5.3
2013,Deadlock,(II) (2021),3.5
2014,Armed and Dangerous,(1986),5.7
2015,A Lonely Place to Die,(2011),6.2
2016,Demetrius and the Gladiators,(1954),6.6
2017,State of Grace,(1990),7.2
2018,Initial D,(2005),6.3
2019,Amityville in Space,(2022),3.8
2020,The Train,(1964),7.8
2021,Raging Fire,(2021),6.6
2022,Nikamma,(2022),2.6
2023,Bulletproof,(1996),5.8
2024,The Gunman,(2015),5.8
2025,Ong-Bak: The Thai Warrior,(2003),7.1
2026,The Cleaner,(I) (2021),5.1
2027,Vengeance Is Mine,(2021),6
2028,Silverton Siege,(2022),6.2
2029,Climax,(I) (2020),2.1
2030,Secret Society of Second Born Royals,(2020),4.9
2031,The Dallas Connection,(1994),4.2
2032,Terminal Velocity,(1994),5.5
2033,Excess Baggage,(1997),5.3
2034,Speed Kills,(2018),4.3
2035,Catchfire,(1990),5.3
2036,Outcast,(I) (2014),4.6
2037,Magadheera,(2009),7.7
2038,7 Days in Entebbe,(2018),5.8
2039,The Gauntlet,(1977),6.4
2040,The Swordsman,(2020),6.8
2041,Fortress,(1992),5.9
2042,Stakeout,(1987),6.7
2043,The Good the Bad the Weird,(2008),7.2
2044,FIR,(2022),7
2045,Blown Away,(1994),6.2
2046,Blade of the Immortal,(2017),6.7
2047,Biker Boyz,(2003),4.6
2048,Term Life,(2016),5.5
2049,L.E.T.H.A.L. Ladies: Return to Savage Beach,(1998),3.7
2050,16 Blocks,(2006),6.6
2051,Don 2,(2011),7
2052,Chasers,(1994),5.1
2053,Anacondas: The Hunt for the Blood Orchid,(2004),4.7
2054,Shadow,(2018),7
2055,Lone Wolf McQuade,(1983),6.3
2056,The Fan,(1996),5.9
2057,Money Train,(1995),5.7
2058,Higher Power,(2018),4.7
2059,Torque,(2004),4.1
2060,The Replacement Killers,(1998),6.1
2061,Dead Snow 2: Red vs. Dead,(2014),6.8
2062,Heropanti 2,(2022),2.6
2063,Primeval,(2007),4.8
2064,A Sound of Thunder,(2005),4.2
2065,Death Warrant,(1990),5.6
2066,Surviving the Game,(1994),6.2
2067,Reindeer Games,(2000),5.8
2068,Below,(2002),6.1
2069,The Package,(1989),6.4
2070,Blasted,(2022),4.8
2071,Lucky Day,(I) (2019),5.1
2072,Ladder 49,(2004),6.5
2073,The Big Boss,(1971),6.9
2074,Wyrmwood: Road of the Dead,(2014),6.2
2075,Air America,(1990),5.8
2076,Blood Work,(2002),6.4
2077,Hooper,(1978),6.3
2078,Bimbisara,(2022),6.5
2079,"Watch Out, We're Mad",(2022),2.9
2080,Croc! (2022),(2022),7.4
2081,Thrashin',(1986),6.5
2082,Batman: The Long Halloween,(2022),8.1
2083,The Banana Splits Movie,(2019),5.1
2084,Final Fantasy: The Spirits Within,(2001),6.4
2085,No Escape,(1994),6.1
2086,Jane Got a Gun,(2015),5.9
2087,Seal Team,(2021),5.5
2088,The Spine of Night,(2021),6.4
2089,The Rookie,(1990),5.9
2090,Ip Man 3,(2015),7
2091,Formula 51,(2001),6.3
2092,Sidekicks,(1992),5.1
2093,"Crouching Tiger, Hidden Dragon: Sword of Destiny",(2016),6.1
2094,The Crow: City of Angels,(1996),4.6
2095,Next of Kin,(1989),5.8
2096,Vanquish,(2021),2.8
2097,Charlie Countryman,(2013),6.3
2098,The Emerald Forest,(1985),6.9
2099,Nick of Time,(1995),6.3
2100,Riot,(I) (2015),5.1
2101,King Solomon's Mines,(1985),5.2
2102,The Hidden Fortress,(1958),8.1
2103,Brick Mansions,(2014),5.6
2104,Kite,(2014),4.4
2105,The Contract,(2006),5.6
2106,American Outlaws,(2001),5.9
2107,Hyena Road,(2015),6.5
2108,Sher Shivraj,(2022),8.5
2109,I'm Gonna Git You Sucka,(1988),6.6
2110,Solarbabies,(1986),4.7
2111,Sudden Death,(1995),5.8
2112,Ashoka the Great,(2001),6.4
2113,Survive the Game,(2021),3.2
2114,Mission Possible,(I) (2021),6.4
2115,Dilwale,(2015),5
2116,The Doorman,(2020),4.6
2117,The Last: Naruto the Movie,(2014),7.6
2118,Hell Behind the Bars,(1984),4.1
2119,Endangered Species,(2021),4.6
2120,Planet Dune,(2021),2.3
2121,Gantz: O,(2016),7.1
2122,"Batman: The Long Halloween, Part Two",(2021),7.1
2123,The Eight Hundred,(2020),6.7
2124,Coffy,(1973),6.8
2125,How I Became a Super Hero,(2020),5.8
2126,Strippers vs Werewolves,(2012),3
2127,Cloak & Dagger,(1984),6.5
2128,Extraction,(II) (2015),4.1
2129,Blowback,(2022),4.2
2130,Escape from the Planet of the Apes,(1971),6.3
2131,Sniper,(1993),6.1
2132,The Killer Elite,(1975),6
2133,Blue Steel,(1990),5.7
2134,Vice Squad,(1982),6.4
2135,Supercool,(I) (2021),5.3
2136,One Piece Film Z,(2012),7.8
2137,Exodus,(1960),6.7
2138,"I, Frankenstein",(2014),5.1
2139,Force 10 from Navarone,(1978),6.4
2140,Beowulf & Grendel,(2005),5.8
2141,Samurai Cop,(1991),4.6
2142,Nemesis,(1992),5.3
2143,Alone in the Dark,(2005),2.4
2144,The Guyver,(1991),4.9
2145,Ninja III: The Domination,(1984),5.3
2146,"Tomorrow, When the War Began",(2010),6.1
2147,She,(1984),4.7
2148,Dark Web: Cicada 3301,(2021),4.9
2149,Flyboys,(2006),6.5
2150,Just Cause,(1995),6.4
2151,Macherla Niyojakavargam,(2022),5.7
2152,Acts of Vengeance,(2017),5.7
2153,Memoir of a Murderer,(2017),7.2
2154,Foodfight!,(2012),1.3
2155,The Medallion,(2003),5.2
2156,Blood Ties,(I) (2013),6.4
2157,Airport '77,(1977),5.7
2158,Day of the Dead: Bloodline,(2017),3.4
2159,Yellowbeard,(1983),5.9
2160,Street Fighter: The Legend of Chun-Li,(2009),3.7
2161,Dragon Ball Z: Broly - The Legendary Super Saiyan,(1993),7.4
2162,The Extraordinary Adventures of Adèle Blanc-Sec,(2010),6.2
2163,Mr. Nice Guy,(1997),6.2
2164,First Kill,(2017),5
2165,Class of 1999,(1990),5.9
2166,Trollhunters: Rise of the Titans,(2021),6.6
2167,Stormbreaker,(2006),5.1
2168,xXx: State of the Union,(2005),4.4
2169,The In-Laws,(I) (2003),5.7
2170,Warlock,(1989),6.2
2171,Hanover Street,(1979),6
2172,Tarzan the Ape Man,(1932),7
2173,The Quake,(2018),6.2
2174,Rurouni Kenshin: Final Chapter Part I - The Final,(2021),7.2
2175,Terra Formars,(2016),4.8
2176,Aces: Iron Eagle III,(1992),3.7
2177,Death Valley,(II) (2021),4
2178,The Lovebirds,(2020),6.1
2179,Turbo Kid,(2015),6.7
2180,The Pizzagate Massacre,(2020),4.8
2181,Postal,(2007),4.4
2182,Voyage to the Bottom of the Sea,(1961),6
2183,Surf Ninjas,(1993),5
2184,The Quest,(1996),5.5
2185,Into the White,(I) (2012),7.1
2186,Race with the Devil,(1975),6.6
2187,Diamonds of Kilimandjaro,(1983),3.6
2188,Skyfire,(2019),5.2
2189,Batman Ninja,(2018),5.6
2190,Lupin III: The First,(2019),6.9
2191,Curse of the Golden Flower,(2006),7
2192,Dragon: The Bruce Lee Story,(1993),7
2193,Journey to the West,(2013),6.7
2194,Virus,(1999),5
2195,Navy Seals,(1990),5.5
2196,Primal Rage: The Legend of Konga,(2018),4.9
2197,Airport 1975,(1974),5.7
2198,Megan Leavey,(2017),7.1
2199,Thursday,(1998),7.1
2200,Rurouni Kenshin: Final Chapter Part II - The Beginning,(2021),7.4
2201,Savage Streets,(1984),6.2
2202,Chick Fight,(2020),4.7
2203,Pirates,(1986),6
2204,Malone,(1987),5.8
2205,Three Fugitives,(1989),6.2
2206,The Wild Angels,(1966),5.7
2207,Operation Condor,(1991),7.2
2208,Minnal Murali,(2021),7.9
2209,The Spy Who Never Dies,(2022),4.4
2210,Underdog,(2007),4.7
2211,On Deadly Ground,(1994),4.5
2212,Robot Jox,(1989),5.4
2213,Kabir Singh,(2019),7
2214,Dhruva Natchathiram,(2022),9.1
2215,Malik,(2021),8.1
2216,White Snake 2: Green Snake,(2021),6.7
2217,Let It Ride,(1989),6.7
2218,Wild America,(1997),6.3
2219,Smokey and the Bandit Part 3,(1983),3.5
2220,Blind Fury,(1989),6.3
2221,So Undercover,(2012),4.9
2222,The Day of the Beast,(1995),7.3
2223,Trigger Point,(2021),4.9
2224,The Price We Pay,(2022),5.7
2225,Ashfall,(2019),6.2
2226,Every Last One of Them,(2021),3.3
2227,The Oklahoma Kid,(1939),6.4
2228,Rhino,(2021),6.6
2229,The High and the Mighty,(1954),6.7
2230,Extraterrestrial,(2014),5
2231,Montana,(1998),6.2
2232,Triple Threat,(2019),5.6
2233,Extreme Prejudice,(1987),6.6
2234,Starship Troopers: Traitor of Mars,(2017),5.5
2235,Bleach,(2018),6.3
2236,Sherlock Jr.,(1924),8.2
2237,The Code,(I) (2009),5.9
2238,Field of Lost Shoes,(2015),5.7
2239,Double Threat,(2022),4.5
2240,Assault on Wall Street,(2013),6
2241,Whiteout,(2009),5.5
2242,The Vikings,(1958),7
2243,Double World,(2020),6.1
2244,Drop Zone,(1994),5.6
2245,Sniper: Ultimate Kill,(2017),5.6
2246,Final Fantasy VII: Advent Children,(2005),7.2
2247,The Yellow Sea,(2010),7.3
2248,Snabba Cash,(2010),6.7
2249,The Crazies,(1973),6.1
2250,Berserk: The Golden Age Arc I - The Egg of the King,(2012),7.5
2251,Fair Game,(1995),4.3
2252,Om - The Battle Within,(2022),2.8
2253,Beyond the Poseidon Adventure,(1979),4.6
2254,Sometimes a Great Notion,(1971),6.9
2255,Night in Paradise,(2020),6.7
2256,Habit,(I) (2021),2.7
2257,Air Force the Movie: Selagi Bernyawa,(2022),5.7
2258,Teen Titans GO! To the Movies,(2018),6.7
2259,'Gator Bait,(1973),5.4
2260,Swim,(I) (2021),2.9
2261,Juggernaut,(1974),6.5
2262,The Pink Panther 2,(2009),5.6
2263,Office Uprising,(2018),5.8
2264,The Ambushers,(1967),5.3
2265,Beyond the Law,(2019),3.9
2266,Dog Eat Dog,(I) (2016),4.8
2267,Gator,(1976),5.8
2268,Restart the Earth,(2021),4.3
2269,The Knower,(2021),6.3
2270,Love Exposure,(2008),8
2271,Max Steel,(2016),4.6
2272,Victor Crowley,(2017),5.5
2273,Proxima,(2019),6.3
2274,Kung Fu Yoga,(2017),5.1
2275,Fast & Feel Love,(2022),6.9
2276,Pootie Tang,(2001),5.2
2277,Message from the King,(2016),6.4
2278,The Professional,(1981),7.4
2279,Who Killed Captain Alex?,(2010),7.9
2280,Ishtar,(1987),4.6
2281,VFW,(2019),6.1
2282,The Last Man,(I) (2019),3.7
2283,The Sentinel,(2006),6.1
2284,Brothers by Blood,(2020),5
2285,Night Raiders,(2021),5.2
2286,Hard Rain,(1998),5.9
2287,Future World,(2018),3.2
2288,Innocent Blood,(1992),6.2
2289,The Colony,(I) (2013),5.3
2290,Family Vanished,(2018),4.2
2291,Asuran,(2019),8.5
2292,Collide,(I) (2016),5.6
2293,The Baader Meinhof Complex,(2008),7.3
2294,Twelve,(2010),5.6
2295,The Boy and the Beast,(2015),7.6
2296,Antitrust,(2001),6.1
2297,The Bad Guys: The Movie,(2019),6.1
2298,The Big Bird Cage,(1972),5.9
2299,Fullmetal Alchemist: Final Transmutation,(2022),5.2
2300,Celda 211,(2009),7.6
2301,The Hunter's Prayer,(2017),5.5
2302,Dhaakad,(2022),4
2303,The Fortress,(2017),6.8
2304,Shocking Dark,(1989),4.3
2305,Berserk: The Golden Age Arc III - The Advent,(2013),7.8
2306,Pusher II,(2004),7.3
2307,Once Upon a Time in Venice,(2017),5.3
2308,Boruto: Naruto The Movie,(2015),7.8
2309,8 Million Ways to Die,(1986),5.7
2310,Student of the Year 2,(2019),2.1
2311,Point Blank,(2019),5.7
2312,When Worlds Collide,(1951),6.6
2313,12 Rounds,(2009),5.6
2314,If Looks Could Kill,(1991),5.8
2315,Batman and Harley Quinn,(2017),5.9
2316,Birth of the Dragon,(2016),5.6
2317,Marshland,(2014),7.2
2318,Rebel,(2022),7.3
2319,Dirty Mary Crazy Larry,(1974),6.6
2320,Hatchet II,(2010),5.4
2321,Eega,(2012),7.7
2322,Fire with Fire,(II) (2012),5.6
2323,D.C. Cab,(1983),5.5
2324,A Better Tomorrow,(1986),7.4
2325,Truck Turner,(1974),6.9
2326,Dawn Breaks Behind the Eyes,(2021),5.9
2327,Fighting,(2009),5.5
2328,The Cowboy Way,(1994),5.9
2329,Kill Command,(2016),5.7
2330,Flight of the Intruder,(1991),5.7
2331,Radhe,(2021),1.9
2332,A-X-L,(2018),5.3
2333,Dragon Ball Z: Battle of Gods,(2013),7.1
2334,No Holds Barred,(1989),4.4
2335,Daylight's End,(2016),5.4
2336,Samrat Prithviraj,(2022),5.8
2337,Bad Country,(2014),5.8
2338,Universal Soldier: Day of Reckoning,(2012),5
2339,Mars Needs Moms,(2011),5.4
2340,Promare,(2019),7
2341,Evangelion: 1.0 You Are (Not) Alone,(2007),7.6
2342,Miracle Mile,(1988),7
2343,Kickboxer: Retaliation,(2018),5
2344,Udta Punjab,(2016),7.7
2345,Caged Heat,(1974),5.3
2346,Life on the Line,(I) (2015),5.2
2347,American Heist,(2014),5
2348,Sorceress,(1982),4.4
2349,The Balkan Line,(2019),6.6
2350,The Breed,(2006),5.1
2351,The Osiris Child,(2016),5.5
2352,Stalingrad,(2013),5.6
2353,Silk 2,(1989),4.6
2354,Beowulf,(1999),4.1
2355,The Prince,(I) (2014),4.6
2356,Sadak 2,(2020),1.1
2357,Godzilla: Final Wars,(2004),6.3
2358,The Rising Hawk,(2019),5.7
2359,Chill Factor,(1999),5.2
2360,The Yakuza,(1974),7.2
2361,Trading Paint,(2019),4.4
2362,Debt Collectors,(2020),5.8
2363,American Ninja 2: The Confrontation,(1987),4.9
2364,"Watch Out, We're Mad",(1974),7.3
2365,Allan Quatermain and the Lost City of Gold,(1986),4.5
2366,In Order of Disappearance,(2014),7.1
2367,Fortress,(1985),7
2368,Brother,(1997),7.8
2369,Kindergarten Cop 2,(2016),4.4
2370,Ski Patrol,(1990),5.1
2371,Vampires: Los Muertos,(2002),4.5
2372,Bullet,(1996),6.4
2373,New York Ninja,(2021),5.5
2374,Dead Heat,(1988),6
2375,Alan Partridge,(2013),6.9
2376,God Bless America,(2011),7.1
2377,Sentinelle,(2021),4.7
2378,Legacy of Lies,(2020),5
2379,Showtime,(2002),5.5
2380,Awaken,(2015),3.3
2381,V for Vengeance,(2022),3.5
2382,Theeran Adhigaram Ondru,(2017),8.2
2383,15 Minutes,(2001),6.1
2384,The Crow: Wicked Prayer,(2005),3
2385,The Arena,(1974),5.2
2386,Night Watch,(2004),6.4
2387,Missing in Action,(1984),5.4
2388,In Hell,(2003),6.1
2389,Big Bad Mama,(1974),5.7
2390,Battlestar Galactica,(1978),6.7
2391,The Kill Team,(2019),6
2392,The Wind and the Lion,(1975),6.8
2393,Baby,(I) (2015),7.9
2394,Dragon Wars: D-War,(2007),3.5
2395,A Man of Reason,(2022),6.7
2396,New Police Story,(2004),6.9
2397,Rogue Hostage,(2021),3.3
2398,Daughter of the Wolf,(2019),4.6
2399,The Return of Swamp Thing,(1989),4.6
2400,Gotcha!,(1985),6.2
2401,The Dead Lands,(2014),6.3
2402,Until the End of the World,(1991),6.8
2403,The Undefeated,(1969),6.6
2404,Cannonball,(1976),5.5
2405,Special Forces,(2011),6.3
2406,Reprisal,(I) (2018),4.3
2407,Next Gen,(I) (2018),6.6
2408,Vampire Killers,(2009),5.1
2409,Firewall,(2006),5.8
2410,The Angel,(2018),6.6
2411,Arsenal,(2017),4
2412,War,(2019),6.5
2413,Sinam,(2022),6.8
2414,Battle for the Planet of the Apes,(1973),5.4
2415,Tokyo Gore Police,(2008),5.9
2416,Armour of God,(1986),6.9
2417,The Gardener,(2021),3.7
2418,We Die Young,(2019),5.2
2419,BloodRayne: The Third Reich,(2011),3
2420,Operation Crossbow,(1965),6.6
2421,Breaking In,(2018),5.4
2422,Rakshasudu,(2019),8
2423,Falcon Rising,(2014),5.7
2424,No. 1 of the Secret Service,(1977),4.6
2425,Tromeo and Juliet,(1996),6
2426,Run Silent Run Deep,(1958),7.3
2427,Steven Universe: The Movie,(2019),7.7
2428,Summer Wars,(2009),7.4
2429,The Adventures of Pluto Nash,(2002),3.8
2430,Zulu,(2013),6.7
2431,Rampant,(2018),6.3
2432,Chained Heat,(1983),5
2433,3 Ninjas: High Noon at Mega Mountain,(1998),2.9
2434,Acts of Violence,(2018),5.3
2435,Mongol: The Rise of Genghis Khan,(2007),7.2
2436,The Shaft,(2001),4.6
2437,The Inglorious Bastards,(1978),6.5
2438,Flu,(2013),6.6
2439,Savage Island,(1985),3.3
2440,ARQ,(2016),6.3
2441,Offender,(2012),6.1
2442,Killing Season,(2013),5.4
2443,The Great Battle,(2018),7
2444,Invasion,(2020),5.6
2445,Flashpoint,(1984),6.4
2446,Born a Champion,(2021),6.8
2447,Singularity,(I) (2017),3.6
2448,3 Ninjas: Knuckle Up,(1995),4.2
2449,The Hard Way,(1991),6.3
2450,Le Magnifique,(1973),7.1
2451,Highlander: Endgame,(2000),4.6
2452,Alien Nation,(1988),6.3
2453,High Ground,(2020),6.5
2454,Mortal Kombat Legends: Scorpion's Revenge,(2020),7.4
2455,The Warrior's Way,(2010),6.2
2456,Bachchhan Paandey,(2022),5.3
2457,Abang Long Fadil 3,(2022),7.1
2458,Rapture,(II) (2014),3.3
2459,Murphy's Law,(1986),5.9
2460,Women in Cages,(1971),5
2461,A Hard Day,(2014),7.2
2462,Wasabi,(2001),6.6
2463,The Thinning: New World Order,(2018),3.9
2464,I Am Wrath,(2016),5.4
2465,Half Past Dead,(2002),4.6
2466,The Battleship Island,(2017),7.1
2467,Knightriders,(1981),6.3
2468,Hatchet III,(2013),5.6
2469,The Octagon,(1980),5
2470,Robin Hood,(1991),5.7
2471,The Legend of Awesomest Maximus,(2011),4.1
2472,Only the Strong,(1993),6.5
2473,The Machine,(I) (2013),6
2474,The Osterman Weekend,(1983),5.8
2475,Just 6.5,(2019),7.8
2476,From Prada to Nada,(2011),5.5
2477,MFKZ,(2017),6.7
2478,See No Evil 2,(2014),4.7
2479,Alienator,(1990),3.2
2480,Sultan,(2016),7
2481,Let the Bullets Fly,(2010),7.3
2482,I Spy,(2002),5.4
2483,Lady Snowblood,(1973),7.6
2484,Gor,(1987),3.4
2485,Desperate Hours,(1990),5.4
2486,American Sicario,(2021),5.9
2487,Getaway,(I) (2013),4.4
2488,Sarpatta Parambarai,(2021),8.6
2489,Black Water: Abyss,(2020),4.5
2490,Maximum Ride,(I) (2016),3.6
2491,Veteran,(2015),7
2492,Samson,(2018),4.4
2493,To End All Wars,(2001),7
2494,Men at Work,(1990),5.9
2495,Major Grom: Plague Doctor,(2021),6.3
2496,Satya,(1998),8.3
2497,Three Steps Above Heaven,(2010),6.8
2498,Constantine: City of Demons - The Movie,(2018),7.3
2499,Avenged,(2013),5.5
2500,Alone Yet Not Alone,(2013),4.6
2501,I Am a Hero,(2015),6.8
2502,Phantasm II,(1988),6.4
2503,Echelon Conspiracy,(2009),5.7
2504,Kuffs,(1992),5.9
2505,Skinwalkers,(2006),4.5
2506,Batman: Gotham by Gaslight,(2018),6.7
2507,Dudes & Dragons,(2015),4.7
2508,Street Fighter II: The Animated Movie,(1994),7.2
2509,Knockin' on Heaven's Door,(1997),7.9
2510,The 7th Voyage of Sinbad,(1958),7.1
2511,Villain,(I) (2020),5.9
2512,Prime Cut,(1972),6.7
2513,Tag,(2015),6.1
2514,Sweet Virginia,(2017),6.2
2515,Avenging Angel,(1985),4.8
2516,Haider,(2014),8
2517,Freejack,(1992),5.4
2518,Invasion U.S.A.,(1985),5.4
2519,Heaven & Earth,(1993),6.8
2520,Let's Get Harry,(1986),5.2
2521,All About the Benjamins,(2002),5.8
2522,Edge of Fear,(2018),4.5
2523,Meteor,(1979),5
2524,Occupation,(2018),4.7
2525,The Newton Boys,(1998),6.1
2526,Crow,(2022),7.2
2527,Crocodile Dundee in Los Angeles,(2001),4.8
2528,Into the Grizzly Maze,(2015),5.3
2529,Waist Deep,(2006),5.8
2530,Arn: The Knight Templar,(2007),6.6
2531,Highlander: The Final Dimension,(1994),4.4
2532,Conquest of the Planet of the Apes,(1972),6.1
2533,Code of Silence,(1985),6
2534,The Blind Swordsman: Zatoichi,(2003),7.5
2535,Badlapur,(2015),7.4
2536,Elite Squad 2: The Enemy Within,(2010),8
2537,Antim: The Final Truth,(2021),6.7
2538,Mission of Honor,(II) (2018),5.9
2539,The Accidental Spy,(2001),5.8
2540,22 Bullets,(2010),6.6
2541,Super Fly,(1972),6.4
2542,Wheelman,(2017),6.4
2543,Fuzz,(1972),5.4
2544,Winchester '73,(1950),7.6
2545,Maanaadu,(2021),8.3
2546,Trancers,(1984),6
2547,Centaur,(2022),5.3
2548,The Age of Shadows,(2016),7.1
2549,Hard Kill,(2020),3.3
2550,The Thieves,(2012),6.8
2551,THE PREY: Legend of Karnoctus,(2022),3.5
2552,Special Delivery,(I) (2022),6.3
2553,Archenemy,(2020),5
2554,Black Water,(2018),4.6
2555,Danger: Diabolik,(1968),6.5
2556,Les vampires,(1915),7.3
2557,Redline,(2007),4
2558,Run & Gun,(2022),5.1
2559,The Silent Enemy,(1958),6.6
2560,Fan,(I) (2016),6.9
2561,Rosewood,(1997),7.2
2562,Spacehunter: Adventures in the Forbidden Zone,(1983),5.4
2563,Kerosene,(2022),8.7
2564,Bang Bang,(I) (2014),5.5
